1038|Bella Park|Polygon Bellevue|Snohomish County, WA|3017C|31'-0"|49'-6"|3+Tech+Bonus|2.5|2,280|06/15/2011|G:\Database\Plans\Single_Family\1038\3017B.pdf
1038|Bella Park|Polygon Bellevue|Snohomish County, WA|3019A|31'-0"|51'-0"|4+Bonus|2.5|2,222|05/20/2011|G:\Database\Plans\Single_Family\1038\3019A.pdf
1038|Bella Park|Polygon Bellevue|Snohomish County, WA|3019B|31'-0"|51'-6"|4+Bonus|2.5|2,222|05/20/2011|G:\Database\Plans\Single_Family\1038\3019B.pdf
1038|Bella Park|Polygon Bellevue|Snohomish County, WA|3019C|31'-0"|52'-0"|4+Bonus|2.5|2,222|05/20/2011|G:\Database\Plans\Single_Family\1038\3019C.pdf
1011|Overlook Glen|Polygon Bellevue|Kent, WA|SF4005C|39'-6"|38'-0"|3+Tech+Bonus|2.5|1,576|05/09/2011|G:/Database/Plans/Single_Family/1011/SF4005C.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 2A|22'-0"|55'-0"|3|2.5|1,388|05/02/2011|G:\Database\Plans\Single_Family\1031\2A.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 2B|22'-0"|50'-0"|3|2.5|1,372|03/22/2011|G:\Database\Plans\Single_Family\1031\2B.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 2C|22'-0"|55'-0"|3|2.5|1,376|03/22/2011|G:\Database\Plans\Single_Family\1031\2C.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 4A|22'-0"|50'-6"|3+Loft|2.5|1,562|05/02/2011|G:\Database\Plans\Single_Family\1031\4A.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 4B|22'-0"|55'-0"|3+Loft|2.5|1,565|05/02/2011|G:\Database\Plans\Single_Family\1031\4B.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 4C|22'-0"|55'-6"|3+Loft|2.5|1,565|05/02/2011|G:\Database\Plans\Single_Family\1031\4C.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 6A|33'-0"|47'-0"|3+Loft|2.5|1,600|05/02/2011|G:\Database\Plans\Single_Family\1031\6A.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 6B|33'-0"|50'-10"|3+Loft|2.5|1,600|05/02/2011|G:\Database\Plans\Single_Family\1031\6B.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 6C|33'-0"|51'-1"|3+Loft|2.5|1,600|05/02/2011|G:\Database\Plans\Single_Family\1031\6C.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 8A|26'-0"|55'-6"|4+Den|2.5|1,930|05/02/2011|G:\Database\Plans\Single_Family\1031\8A.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 8B|26'-0"|51'-2.5"|4+Den|2.5|1,920|05/02/2011|G:\Database\Plans\Single_Family\1031\8B.pdf
1031|Villebois|Polygon Vancouver|Wilsonville, OR|Plan 8C|26'-0"|61'-2.5"|4+Den|2.5|1,920|05/02/2011|G:\Database\Plans\Single_Family\1031\8C.pdf
0929|High Point|Polygon Bellevue|Seattle, WA|2040A|21'-0"|43'-6"|3|2.5|1,399|01/31/2011|G:\Database\Plans\Single_Family\0929\2040A.pdf
0929|High Point|Polygon Bellevue|Seattle, WA|2040B|21'-0"|43'-6"|3|2.5|1,399|01/31/2011|G:\Database\Plans\Single_Family\0929\2040B.pdf
0929|High Point|Polygon Bellevue|Seattle, WA|2040C|21'-0"|47'-6"|3|2.5|1,399|01/31/2011|G:\Database\Plans\Single_Family\0929\2040C.pdf
0929|High Point|Polygon Bellevue|Seattle, WA|2060A|21'-0"|51'-0|3+Tech|2.5|1,668|01/31/2011|G:\Database\Plans\Single_Family\0929\2060A.pdf
0929|High Point|Polygon Bellevue|Seattle, WA|2060B|22'-0"|51'-0|3+Tech|2.5|1,673|01/31/2011|G:\Database\Plans\Single_Family\0929\2060B.pdf
0929|High Point|Polygon Bellevue|Seattle, WA|2060C1&2|21'-0"|51'-0"|3+Tech|2.5|1674|01/31/2011|G:/Database/Plans/Single_Family/0929/2060C1_C2.pdf
1020|Greenbridge|Polygon Bellevue|King County, WA|2210|22'-0"|48'-6"|3|2.5|1,556|08/17/2011|G:\Database\Plans\Single_Family\1020\2210.pdf
1020|Greenbridge|Polygon Bellevue|King County, WA|2220|22'-0"|52'-0"|3|2.5|1,657|08/17/2011|G:\Database\Plans\Single_Family\1020\2220.pdf
1020|Greenbridge|Polygon Bellevue|King County, WA|2225|22'-0"|51'-6"|3|2.5|1,556|08/17/2011|G:\Database\Plans\Single_Family\1020\2225.pdf
1025|Suncrest Division II|Polygon Bellevue|Tumwater, WA|3142A|32'-0"|45'-6"|3|2.5|1,399|02/09/2011|G:\Database\Plans\Single_Family\1025\3142A.pdf
1025|Suncrest Division II|Polygon Bellevue|Tumwater, WA|3142B|31'-0"|45'-6"|3|2.5|1,399|02/09/2011|G:\Database\Plans\Single_Family\1025\3142B.pdf
1025|Suncrest Division II|Polygon Bellevue|Tumwater, WA|3162A|31'-0"|51'-0"|3+Tech|2.5|1,668|02/09/2011|G:\Database\Plans\Single_Family\1025\3162A.pdf
1025|Suncrest Division II|Polygon Bellevue|Tumwater, WA|3162B|32'-0"|51'-0"|3+Tech|2.5|1,668|02/09/2011|G:\Database\Plans\Single_Family\1025\3162B.pdf
1034|The Cottages at Northlake|Polygon Bellevue|Auburn, WA|NL3805A|38'-0"|37'-0"|3|2.5|1,377|11/08/2010|G:\Database\Plans\Single_Family\1034\NL3805A.pdf
1034|The Cottages at Northlake|Polygon Bellevue|Auburn, WA|NL3805B|38'-0"|37'-0"|3|2.5|1,377|11/08/2010|G:\Database\Plans\Single_Family\1034\NL3805B.pdf
1034|The Cottages at Northlake|Polygon Bellevue|Auburn, WA|NL4004B|40'-0"|37'-0"|3+Tech|2.5|1,506|11/08/2010|G:\Database\Plans\Single_Family\1034\NL4004B.pdf
1034|The Cottages at Northlake|Polygon Bellevue|Auburn, WA|NL4004C|40'-0"|37'-0"|3+Tech|2.5|1.506|11/08/2010|G:\Database\Plans\Single_Family\1034\NL4004C.pdf
1034|The Cottages at Northlake|Polygon Bellevue|Auburn, WA|NL4015A|40'-0"|51'-0"|3+Tech|2.5|1,730|11/08/2010|G:\Database\Plans\Single_Family\1034\NL4015A.pdf
1034|The Cottages at Northlake|Polygon Bellevue|Auburn, WA|NL4015B|40'-0"|51'-0"|3+Tech|2.5|1,730|11/08/2010|G:\Database\Plans\Single_Family\1034\NL4015B.pdf
1034|The Cottages at Northlake|Polygon Bellevue|Auburn, WA|NL4015C|38'-0"|37'-0"|3|2.5|1,730|08/17/2011|G:\Database\Plans\Single_Family\1034\NL4015C.pdf
